ID,Feature,Type,English Text,Indonesian Text,File Path,Notes / Context,Status,Revised English,Revised Indonesian,PIC
649,Discovery,Option,Early Core Role,Peran Inti Awal,src/features/home/config/discovery-filters.ts,,INDO,v,v,
650,Discovery,Option,Technical Founder,Founder Teknis,src/features/home/config/discovery-filters.ts,,INDO,v,v,
651,Discovery,Option,Business Founder,Founder Bisnis,src/features/home/config/discovery-filters.ts,,INDO,v,v,
652,Discovery,Option,Product Founder,Founder Produk,src/features/home/config/discovery-filters.ts,,INDO,v,v,
653,Discovery,Option,Operator Founder,Founder Operator,src/features/home/config/discovery-filters.ts,,INDO,v,v,
654,Discovery,Option,Startup Experience,Pengalaman Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
655,Discovery,Option,Startup Exit,Exit Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
656,Discovery,Option,Fundraising Exposure,Paparan Fundraising,src/features/home/config/discovery-filters.ts,,INDO,v,v,
657,Discovery,Option,Accelerator Background,Latar Belakang Akselerator,src/features/home/config/discovery-filters.ts,,INDO,v,v,
658,Discovery,Option,Built Team,Sudah Bangun Tim,src/features/home/config/discovery-filters.ts,,INDO,v,v,
659,Discovery,Option,Led Product,Pimpin Produk,src/features/home/config/discovery-filters.ts,,INDO,v,v,
660,Discovery,Option,Growth Ownership,Ownership Growth,src/features/home/config/discovery-filters.ts,,INDO,v,v,
661,Discovery,Option,Operations Leadership,Kepemimpinan Operasional,src/features/home/config/discovery-filters.ts,,INDO,v,v,
662,Discovery,Option,MVP Built,MVP Sudah Dibangun,src/features/home/config/discovery-filters.ts,,INDO,v,v,
663,Discovery,Option,Early Traction,Traction Awal,src/features/home/config/discovery-filters.ts,,INDO,v,v,
664,Discovery,Option,Co-founder Equity,Equity Co-founder,src/features/home/config/discovery-filters.ts,,INDO,v,v,
665,Discovery,Option,Full-time Expected,Diharapkan Full-time,src/features/home/config/discovery-filters.ts,,INDO,v,v,
666,Discovery,Option,Pre-revenue Build,Bangunan Pra-revenue,src/features/home/config/discovery-filters.ts,,INDO,v,v,
667,Discovery,Heading,Candidate Filters,Filter Kandidat,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,v,
668,Discovery,Subtitle,Tune the discovery deck and generate candidates from the filters you can use today,Sesuaikan deck discovery dan hasilkan kandidat dari filter yang bisa kamu gunakan hari ini,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,v,
669,Discovery,Label,YOUR GOAL RIGHT NOW,TUJUANMU SEKARANG,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,v,
670,Discovery,Label,ADVANCED FILTERS,FILTER LANJUTAN,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,v,
671,Discovery,Button,Generate Candidate,Hasilkan Kandidat,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,cari kandidat,
672,Discovery,Button,Generating...,Menghasilkan...,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,sedang mencari,
673,Discovery,Message,ConnectX Pro is required to use this advanced filter section.,ConnectX Pro diperlukan untuk menggunakan bagian filter lanjutan ini.,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,Fitur filter lanjutan ini cuma bisa dipakai di ConnectX Pro.,
674,Discovery,Error,Filters unavailable,Filter tidak tersedia,src/features/home/components/discovery-filter-sheet.tsx,,INDO,v,v,
675,Discovery,Heading,Startup Journey,Journey Startup,src/features/home/components/discovery-deck.tsx,,INDO,v,perjalanan startup,
676,Discovery,Section,Industries & Interests,Industri & Minat,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
677,Discovery,Section,Skills,Skill,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
678,Discovery,Section,Experience,Pengalaman,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
679,Discovery,Label,Match quality,Kualitas match,src/features/home/components/discovery-deck.tsx,,INDO,Connection Quality,Kualitas koneksi,
680,Discovery,Label,Skip,Lewati,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
681,Discovery,Label,Connect,Koneksi,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
682,Discovery,Label,Strong Match,Cocok Kuat,src/features/home/components/discovery-deck.tsx,,INDO,Strong Connection,Koneksi yang kuat,
683,Discovery,Section,Open Roles,Posisi Terbuka,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
684,Discovery,Section,Looking For,Mencari,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
685,Discovery,Label,Team Size,Ukuran Tim,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
686,Discovery,Label,Stage,Tahap,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
687,Discovery,Label,Industry,Industri,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
688,Discovery,Label,Hiring,Rekrutmen,src/features/home/components/discovery-deck.tsx,,INDO,v,v,
689,Discovery,Empty,Loading more profiles...,Memuat lebih banyak kartu...,src/features/home/components/discovery-deck.tsx,,INDO,v,muat lebih banyak profil,
690,Discovery,Empty,No more profiles right now.,Tidak ada kartu discovery lagi saat ini.,src/features/home/components/discovery-deck.tsx,,INDO,v,belum ada profil baru saat ini,
691,Discovery,Empty,You reached the end of the current stack. Check back later for fresh matches.,Kamu sudah mencapai akhir tumpukan saat ini. Cek lagi nanti untuk match baru.,src/features/home/components/discovery-deck.tsx,,INDO,You reached the end of the current stack. Check back later for new people to connect with.,Kamu sudah mencapai koneksi terakhir saat ini. Cek lagi nanti yah ,
692,Discovery,Button,Reload Profiles,Muat Ulang Deck Mock,src/features/home/components/discovery-deck.tsx,,INDO,v,muat ulang profil,
693,Discovery,Toast,profile Match,Mock Match,src/features/home/components/discovery-deck.tsx,,NOT INDO,profile match,profile cocok,
694,Discovery,Toast,"You're connected! 🎉
You and (Mei Lin Chen) both want to build (edtech jenis startupnya) startups.","Kamu sudah terkoneksi! 🎉
kamu dan (nama) kalian berdua tertarik untuk bangun (.... jenis) startups. ",src/features/home/components/discovery-deck.tsx,,INDO,v,v,
695,Discovery,Error,Discovery action failed,Aksi discovery gagal,src/features/home/components/discovery-deck.tsx,,INDO,v,,
696,Discovery,Message,Loading more profiles...,Memuat lebih banyak kartu...,src/features/home/components/discovery-deck.tsx,,INDO,v,muat lebih banyak profil,
697,Discovery,Empty,Loading discovery profiles...,Memuat deck discovery...,src/features/home/components/discovery-deck.tsx,,INDO,v,memuat profile,
698,Discovery,Empty,Pulling the latest discovery cards and match signals for this account.,Mengambil kartu discovery dan sinyal match terbaru untuk akun ini.,src/features/home/components/discovery-deck.tsx,,INDO,Pulling the latest discovery profiles and connection signals for your account.,Lagi menyiapkan profil terbaru yang cocok untuk kamu.,
699,Discovery,Error,Premium subscription required to use advanced discovery filters.,Langganan premium diperlukan untuk menggunakan filter discovery lanjutan.,src/features/home/components/discovery-deck.tsx,,INDO,v,Filter discovery lanjutan hanya tersedia di ConnectX Pro.,
700,Discovery,Badge,Top Match,Match Teratas,src/features/home/mock/discovery.mock.ts,,INDO,Top Connect ⭐,Koneksi Teratas ⭐,
701,Discovery,Badge,Strong Connect,Cocok Kuat,src/features/home/mock/discovery.mock.ts,,INDO,Strong Connect,koneksi kuat,
702,Discovery,Badge,High Signal,Sinyal Tinggi,src/features/home/mock/discovery.mock.ts,,INDO,Looks Promising,kayaknya cocok,
703,Discovery,Badge,Warm Intro,Perkenalan Hangat,src/features/home/mock/discovery.mock.ts,,INDO,Warm Intro,kenalan yuk,
704,Discovery,Badge,Warm Lead,Lead Hangat,src/features/home/mock/discovery.mock.ts,,INDO,good opportunity,kesempatan baik,
705,Discovery,Badge,Perfect Match,Match Sempurna,src/features/home/mock/discovery.mock.ts,,INDO,Perfect Connection,Koneksi Paling Cocok,
706,Discovery,Badge,High Potential,Potensi Tinggi,src/features/home/mock/discovery.mock.ts,,INDO,v,v,
707,Discovery,Stage,Idea,Ide,src/features/home/mock/discovery.mock.ts,,INDO,v,v,
708,Discovery,Stage,MVP,MVP,src/features/home/mock/discovery.mock.ts,,NOT INDO,v,v,
709,Discovery,Stage,Pre-Seed,Pra-Seed,src/features/home/mock/discovery.mock.ts,,INDO,v,v,
710,Discovery,Stage,Seed,Seed,src/features/home/mock/discovery.mock.ts,,NOT INDO,v,v,
711,Discovery,Label,members,Anggota,src/features/home/mock/discovery.mock.ts,,INDO,v,v,
  Connections,,,,,,,,,,
712,Connections,Heading,Your Connects,Koneksi Kamu,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
713,Connections,Badge,0 new,0 baru,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
714,Connections,Button,Unlock Connects,Buka Koneksi,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
715,Connections,Button,View Connects,Lihat Koneksi,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
716,Connections,Error,Premium unlock unavailable here,Buka premium tidak tersedia di sini,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
717,Connections,Error,Could not open premium paywall,Tidak dapat membuka paywall premium,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
718,Connections,Button,Activate Spotlight,Aktifkan Spotlight,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
719,Connections,Button,Activating...,Mengaktifkan...,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
720,Connections,Label,Feature your profile for 1 hour,Tampilkan profil kamu selama 1 jam,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
721,Connections,Label,Active until {time},Aktif sampai {waktu},src/features/matches/components/matches-screen.tsx,,INDO,v,v,
722,Connections,Success,Spotlight is live,Spotlight sudah aktif,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
723,Connections,Error,No spotlight credits remaining,Tidak ada kredit spotlight tersisa,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
724,Connections,Error,Spotlight already active,Spotlight sudah aktif,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
725,Connections,Error,Your spotlight is already active until {time}.,Spotlight kamu sudah aktif sampai {waktu}.,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
726,Connections,Error,Your spotlight is already active right now.,Spotlight kamu sudah aktif sekarang.,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
727,Connections,Error,Spotlight activation failed,Aktivasi spotlight gagal,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
728,Connections,Error,Could not open spotlight paywall,Tidak dapat membuka paywall spotlight,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
729,Connections,Error,Likes You is locked,Suka Kamu terkunci,src/features/matches/components/matches-screen.tsx,,INDO,Wants to Connect is locked.,v,
730,Connections,Error,Upgrade to ConnectX Pro to reveal who liked you.,Upgrade ke ConnectX Pro untuk melihat siapa yang menyukai kamu.,src/features/matches/components/matches-screen.tsx,,INDO,Upgrade to ConnectX Pro to reveal who wants to connect with you,Fitur “yang mau connect ke kamu” masih terkunci.,
731,Connections,Heading,Your Matches,Match Kamu,src/features/matches/components/matches-screen.tsx,,INDO,Your connections,Koneksimu,
732,Connections,Label,X matches,X match,src/features/matches/components/matches-screen.tsx,,INDO,x connections,x koneksi,
733,Connections,Label,Expires in {days} days,Berakhir dalam {days} hari,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
734,Connections,Label,Expires today,Berakhir hari ini,src/features/matches/components/matches-screen.tsx,,INDO,v,v,
735,Connections,Empty,Using development mock matches,Menggunakan match mock pengembangan,src/features/matches/components/matches-screen.tsx,,INDO,Using development mock connections,Lagi pakai data koneksi dummy buat development.,
736,Connections,Empty,"Backend support is still in progress, so this screen is rendering the typed mock matches response in development.","Dukungan backend masih dalam pengembangan, jadi layar ini menampilkan response match mock di pengembangan.",src/features/matches/components/matches-screen.tsx,,INDO,"Backend support is still in progress, so this screen is rendering the typed mock connections data in development.","Backend masih dikembangin, jadi data yang tampil di sini masih dummy dulu ya.",
737,Connections,Empty,Loading matches...,Memuat match...,src/features/matches/components/matches-screen.tsx,,INDO,Loading connections...,memuat koneksi......,
738,Connections,Empty,Pulling your latest mutual matches now.,Mengambil match mutual terbaru kamu sekarang.,src/features/matches/components/matches-screen.tsx,,INDO,Pulling your latest connections now.,Lagi ambil koneksi terbaru kamu sekarang.,
739,Connections,Error,Could not load matches,Tidak dapat memuat match,src/features/matches/components/matches-screen.tsx,,INDO,Could not load connections,gak bisa memuat koneksi,
740,Connections,Error,The matches request failed.,Request match gagal.,src/features/matches/components/matches-screen.tsx,,INDO,The connection request failed.,request koneksi gagal,
741,Connections,Empty,No matches yet,Belum ada match,src/features/matches/components/matches-screen.tsx,,INDO,No connections yet,belum ada koneksi,
742,Connections,Empty,New mutual matches will show up here once they're available.,Match mutual baru akan muncul di sini setelah tersedia.,src/features/matches/components/matches-screen.tsx,,INDO,New mutual connections will show up here once they're available.,Koneksi baru bakal muncul di sini kalau udah ada.,
743,Connections,Placeholder,A dedicated Likes You detail route is not wired yet.,Rute detail Suka Kamu belum dihubungkan.,src/features/matches/components/matches-screen.tsx,,INDO,A dedicated “Wants to Connect” detail page is not available yet.,Halaman detail “yang mau connect ke kamu” belum tersedia ya.,
744,Connections,Heading,Startup Team Fit Analysis,Analisis Kesesuaian Tim Startup,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,Analisis kecocokan tim startup,
745,Connections,Message,Using fallback analysis,Menggunakan analisis fallback,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,Lagi pakai analisis cadangan,
746,Connections,Message,"The live analysis endpoint failed, so this detail screen is rendering the fallback contract response.","Endpoint analisis langsung gagal, jadi layar detail ini menampilkan response kontrak fallback.",src/features/matches/components/match-analysis-screen.tsx,,INDO,v,"Analisis real-time lagi gagal, jadi halaman ini pakai data cadangan dulu ya.",
747,Connections,Empty,Loading analysis...,Memuat analisis...,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
748,Connections,Empty,Preparing the fit breakdown for this match.,Menyiapkan breakdown fit untuk match ini.,src/features/matches/components/match-analysis-screen.tsx,,INDO,Preparing the fit breakdown for this connection.,sedang menyiapkan analisis kecocokan untuk koneksi ini.,
749,Connections,Label,Compatibility,Kompatibilitas,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
750,Connections,Label,You Bring,Kamu Bawa,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,yang kamu bawa,
751,Connections,Label,{name} BRINGS,{nama} BAWA,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,(..) bawa,
752,Connections,Section,Skill Complementarity,Komplementaritas Skill,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
753,Connections,Section,Startup Vision Alignment,Keselarasan Visi Startup,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
754,Connections,Label,Shared Interests,Minat Bersama,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
755,Connections,Section,Commitment Compatibility,Kompatibilitas Komitmen,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
756,Connections,Label,Work Style,Gaya Kerja,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
757,Connections,Section,Potential Risks,Risiko Potensial,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,potensi risiko,
758,Connections,Section,Suggested Roles,Peran yang Disarankan,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
759,Connections,Section,Suggested Team Structure,Struktur Tim yang Disarankan,src/features/matches/components/match-analysis-screen.tsx,,INDO,v,v,
760,Connections,Section,Skill Complementarity,Komplementaritas Skill,src/features/matches/mock/matches.mock.ts,,INDO,v,v,
761,Connections,Message,Your skills complement each other well for building a technology startup.,Skill kamu saling melengkapi dengan baik untuk membangun startup teknologi.,src/features/matches/mock/matches.mock.ts,,INDO,v,Skill kamu saling melengkapi dengan baik untuk membangun.... (startup teknologi.),
  Profile,,,,,,,,,,
762,Profile,Label,My profile,Profil saya,src/features/profile/components/profile-screen.tsx,,INDO,v,profilku,
763,Profile,Label,Using fallback profile,Menggunakan profil fallback,src/features/profile/components/profile-screen.tsx,,INDO,v,lagi pakai analisis cadangan,
764,Profile,Label,Syncing profile,Menyinkronkan profil,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
765,Profile,Button,Edit Profile,Edit Profil,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
766,Profile,Stat,Connections,Koneksi,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
767,Profile,Stat,Teams Joined,Tim yang Diikuti,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
768,Profile,Stat,Matches,Match,src/features/profile/components/profile-screen.tsx,,INDO,Connections,Koneksi ,
769,Profile,Section,Startup Idea,Ide Startup,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
770,Profile,Section,Personality & Hobbies,Kepribadian & Hobby,src/features/profile/components/profile-screen.tsx,,INDO,v,kepribadian & minat,
771,Profile,Section,Skills,Skill,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
772,Profile,Section,Interests,Minat,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
773,Profile,Button,Sign Out,Keluar,src/features/profile/components/profile-screen.tsx,,INDO,v,v,
774,Profile,Heading,Edit Profile,Edit Profil,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
775,Profile,Label,Full Name,Nama Lengkap,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
776,Profile,Placeholder,Enter your full name,Masukkan nama lengkap kamu,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
777,Profile,Label,Title / Headline,Judul / Headline,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
778,Profile,Placeholder,Enter your headline,Masukkan headline kamu,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
779,Profile,Label,Location,Lokasi,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
780,Profile,Placeholder,"City, Country","Kota, Negara",src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
781,Profile,Label,Startup Idea,Ide Startup,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
782,Profile,Placeholder,Describe your startup idea,Jelaskan ide startup kamu,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
783,Profile,Section,Personality & Hobbies,Kepribadian & Hobby,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
784,Profile,Label,X/6 selected,X/6 dipilih,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
785,Profile,Button,Cancel,Batal,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
786,Profile,Button,Save Changes,Simpan Perubahan,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
787,Profile,Error,Full name is required.,Nama lengkap wajib diisi.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
788,Profile,Error,Full name must be 100 characters or fewer.,Nama lengkap maksimal 100 karakter.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
789,Profile,Error,Headline is required.,Headline wajib diisi.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
790,Profile,Error,Headline must be 120 characters or fewer.,Headline maksimal 120 karakter.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
791,Profile,Error,Location is required.,Lokasi wajib diisi.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
792,Profile,Error,Location must be 120 characters or fewer.,Lokasi maksimal 120 karakter.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
793,Profile,Error,Startup idea is required.,Ide startup wajib diisi.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
794,Profile,Error,Startup idea must be 500 characters or fewer.,Ide startup maksimal 500 karakter.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
795,Profile,Error,You can select up to 6 personality and hobby tags.,Kamu bisa memilih maksimal 6 tag kepribadian dan hobby.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
796,Profile,Error,Unable to save profile changes.,Tidak dapat menyimpan perubahan profil.,src/features/profile/components/edit-profile-modal.tsx,,INDO,v,v,
797,Profile,Badge,Startup Founder,Founder Startup,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
798,Profile,Badge,Top Builder,Builder Teratas,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
799,Profile,Badge,Open Source,Open Source,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
800,Profile,Tag,Goal-Oriented,Berorientasi Tujuan,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
801,Profile,Tag,Problem Solver,Penyelesai Masalah,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
802,Profile,Tag,Coffee Enthusiast,Pecinta Kopi,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
803,Profile,Tag,Avid Reader,Pembaca Rajin,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
804,Profile,Tag,Marathon Runner,Pelari Maraton,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
805,Profile,Tag,Guitar Player,Pemain Gitar,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
806,Profile,Tag,High-Energy,Berenergi Tinggi,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
807,Profile,Tag,Competitive,Kompetitif,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
808,Profile,Tag,Metrics-Obsessed,Terobsesi Metrik,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
809,Profile,Tag,Creative,Kreatif,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
810,Profile,Tag,Hustler,Hustler,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
811,Profile,Tag,Data-Driven,Berbasis Data,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
812,Profile,Tag,Connector,Penghubung,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
813,Profile,Tag,Mindful,Sadar,src/features/profile/mock/profile.mock.ts,,INDO,v,penuh kesadaran,
814,Profile,Tag,Visionary,Visioner,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
815,Profile,Tag,Systems Thinker,Pemikir Sistem,src/features/profile/mock/profile.mock.ts,,INDO,v,berpikir sistematis,
816,Profile,Highlight,5+ years startup experience,Pengalaman startup 5+ tahun,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
817,Profile,Highlight,"MBA, London Business School","MBA, London Business School",src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
818,Profile,Highlight,"English, Bahasa Indonesia","English, Bahasa Indonesia",src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
819,Profile,Skill,Strategy,Strategi,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
820,Profile,Skill,BD,BD,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
821,Profile,Skill,Fundraising,Fundraising,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
822,Profile,Skill,Product,Produk,src/features/profile/mock/profile.mock.ts,,INDO,v,v,
823,Profile,Skill,GTM,GTM,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
824,Profile,Interest,Fintech,Fintech,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
825,Profile,Interest,AI/ML,AI/ML,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
826,Profile,Interest,SaaS,SaaS,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
827,Profile,Interest,B2B,B2B,src/features/profile/mock/profile.mock.ts,,NOT INDO,v,v,
  Team,,,,,,,,,,
828,Team,Heading,Startup Team Builder,Builder Tim Startup,src/features/team/components/team-screen.tsx,,INDO,v,v,
829,Team,Label,Startup Name,Nama Startup,src/features/team/components/team-screen.tsx,,INDO,v,v,
830,Team,Label,Startup Idea,Ide Startup,src/features/team/components/team-screen.tsx,,INDO,v,v,
831,Team,Label,Industry,Industri,src/features/team/components/team-screen.tsx,,INDO,v,v,
832,Team,Label,Stage,Tahap,src/features/team/components/team-screen.tsx,,INDO,v,v,
833,Team,Section,Team Completeness,Kelengkapan Tim,src/features/team/components/team-screen.tsx,,INDO,v,v,
834,Team,Section,Team Members,Anggota Tim,src/features/team/components/team-screen.tsx,,INDO,v,v,
835,Team,Label,Equity: X%,Equity: X%,src/features/team/components/team-screen.tsx,,NOT INDO,v,v,
836,Team,Label,You,Kamu,src/features/team/components/team-screen.tsx,,INDO,v,v,
837,Team,Label,Early Team,Tim Awal,src/features/team/components/team-screen.tsx,,INDO,v,v,
838,Team,Button,Find,Cari,src/features/team/components/team-screen.tsx,,INDO,v,v,
839,Team,Label,Full-time,Full-time,src/features/team/components/team-screen.tsx,,NOT INDO,v,v,
840,Team,Label,Part-time,Part-time,src/features/team/components/team-screen.tsx,,NOT INDO,v,v,
841,Team,Label,Flexible,Fleksibel,src/features/team/components/team-screen.tsx,,INDO,v,v,
842,Team,Button,Find Members,Cari Anggota,src/features/team/components/team-screen.tsx,,INDO,v,v,
843,Team,Button,Invite,Undang,src/features/team/components/team-screen.tsx,,INDO,v,v,
844,Team,Empty,Loading team,Memuat tim,src/features/team/components/team-screen.tsx,,INDO,v,v,
845,Team,Empty,Pulling the latest startup details and team structure.,Mengambil detail startup dan struktur tim terbaru.,src/features/team/components/team-screen.tsx,,INDO,v,v,
846,Team,Error,No startup team yet,Belum ada tim startup,src/features/team/components/team-screen.tsx,,INDO,v,v,
847,Team,Error,"This account is not linked to an active startup yet. Once you create or join a startup team, it will show up here.","Akun ini belum terhubung dengan startup aktif. Setelah kamu membuat atau bergabung dengan tim startup, akan muncul di sini.",src/features/team/components/team-screen.tsx,,INDO,v,v,
848,Team,Error,Unable to load team,Tidak dapat memuat tim,src/features/team/components/team-screen.tsx,,INDO,v,v,
849,Team,Error,We could not load your startup team right now. Try again in a moment.,Kami tidak dapat memuat tim startup kamu saat ini. Coba lagi sebentar.,src/features/team/components/team-screen.tsx,,INDO,v,v,
850,Team,Button,Try Again,Coba Lagi,src/features/team/components/team-screen.tsx,,INDO,v,v,
851,Team,Button,Refreshing...,Menyegarkan...,src/features/team/components/team-screen.tsx,,INDO,v,memuat ulang..,
852,Team,Section,Invite by email,Undang via email,src/features/team/components/team-screen.tsx,,INDO,v,v,
853,Team,Description,Send a team invitation using the startup linked to your current account.,Kirim undangan tim menggunakan startup yang terhubung dengan akun kamu.,src/features/team/components/team-screen.tsx,,INDO,v,v,
854,Team,Label,Email,Email,src/features/team/components/team-screen.tsx,,NOT INDO,v,v,
855,Team,Placeholder,person@example.com,orang@contoh.com,src/features/team/components/team-screen.tsx,,INDO,v,v,
856,Team,Button,Cancel,Batal,src/features/team/components/team-screen.tsx,,INDO,v,v,
857,Team,Button,Send Invite,Kirim Undangan,src/features/team/components/team-screen.tsx,,INDO,v,v,
858,Team,Button,Sending...,Mengirim...,src/features/team/components/team-screen.tsx,,INDO,v,v,
859,Team,Error,Enter a valid email address.,Masukkan alamat email yang valid.,src/features/team/components/team-screen.tsx,,INDO,v,v,
860,Team,Error,Unable to send invitation.,Tidak dapat mengirim undangan.,src/features/team/components/team-screen.tsx,,INDO,v,v,
861,Team,Placeholder,No startup description yet.,Belum ada deskripsi startup.,src/features/team/components/team-screen.tsx,,INDO,v,v,
862,Team,Message,Invitation sent to {email},Undangan dikirim ke {email},src/features/team/mock/team.mock.ts,,INDO,v,v,
  RevenueCat,,,,,,,,,,
863,RevenueCat,Heading,ConnectX Pro,ConnectX Pro,src/features/revenuecat/components/connectx-pro-card.tsx,,NOT INDO,v,v,
864,RevenueCat,Badge,ConnectX Pro Active,ConnectX Pro Aktif,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
865,RevenueCat,Badge,Upgrade Available,Upgrade Tersedia,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
866,RevenueCat,Label,Entitlement,Hak Akses,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
867,RevenueCat,Label,Active,Aktif,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
